Source,Target,Type,Id,Label,timeset,Weight
1.466850723052802e+18,9.404990858864804e+17,Directed,6909,,,4
288115863.0,9.404990858864804e+17,Directed,6812,,,6
2160946687.0,9.404990858864804e+17,Directed,6810,,,6
812853590.0,9.404990858864804e+17,Directed,6697,,,3
2300242104.0,9.404990858864804e+17,Directed,6675,,,2
147190858.0,9.404990858864804e+17,Directed,6640,,,7
1231083176.0,9.404990858864804e+17,Directed,6558,,,4
145235003.0,9.404990858864804e+17,Directed,6440,,,3
2466589783.0,9.404990858864804e+17,Directed,6309,,,4
3300358035.0,9.404990858864804e+17,Directed,6171,,,3
1.4892441863185736e+18,9.404990858864804e+17,Directed,6112,,,2
430769618.0,9.404990858864804e+17,Directed,6031,,,2
377471176.0,9.404990858864804e+17,Directed,5909,,,3
1.3048093646294016e+18,9.404990858864804e+17,Directed,5590,,,4
533628186.0,9.404990858864804e+17,Directed,5500,,,3
8.326327775520481e+17,9.404990858864804e+17,Directed,5493,,,4
96963956.0,9.404990858864804e+17,Directed,5488,,,6
285134768.0,9.404990858864804e+17,Directed,5481,,,3
174395741.0,9.404990858864804e+17,Directed,5308,,,2
1234391322.0,9.404990858864804e+17,Directed,5050,,,2
8.18963511422423e+17,9.404990858864804e+17,Directed,4987,,,2
1.46341623118524e+18,9.404990858864804e+17,Directed,4940,,,2
1.0076708645345608e+18,9.404990858864804e+17,Directed,4930,,,2
1475731400.0,9.404990858864804e+17,Directed,4899,,,2
412542873.0,9.404990858864804e+17,Directed,4893,,,7
1524465355.0,9.404990858864804e+17,Directed,4838,,,3
1.0086059719989658e+18,9.404990858864804e+17,Directed,4820,,,4
1283716068.0,9.404990858864804e+17,Directed,4766,,,7
2326256697.0,9.404990858864804e+17,Directed,4707,,,5
8.598029530074194e+17,9.404990858864804e+17,Directed,4266,,,2
4322068583.0,9.404990858864804e+17,Directed,4231,,,2
4736673647.0,9.404990858864804e+17,Directed,4168,,,5
1.1185898130520596e+18,9.404990858864804e+17,Directed,4138,,,3
7.426934865630536e+17,9.404990858864804e+17,Directed,4088,,,3
1.3416741142479626e+18,9.404990858864804e+17,Directed,4071,,,2
3749939776.0,9.404990858864804e+17,Directed,3805,,,3
118035662.0,9.404990858864804e+17,Directed,3670,,,2
1.490422920803455e+18,9.404990858864804e+17,Directed,3650,,,3
1.026526156852478e+18,9.404990858864804e+17,Directed,3586,,,3
8.245329082077225e+17,9.404990858864804e+17,Directed,3553,,,6
1.4200518789314888e+18,9.404990858864804e+17,Directed,3509,,,4
7.964525085205627e+17,9.404990858864804e+17,Directed,3447,,,2
8.341535812426793e+17,9.404990858864804e+17,Directed,3397,,,3
2469422073.0,9.404990858864804e+17,Directed,3379,,,4
199452401.0,9.404990858864804e+17,Directed,3329,,,4
1.4188905494871e+18,9.404990858864804e+17,Directed,3282,,,6
1.291820133615272e+18,9.404990858864804e+17,Directed,3227,,,7
2207177382.0,9.404990858864804e+17,Directed,3192,,,5
1.1146489908161208e+18,9.404990858864804e+17,Directed,3062,,,4
3547880116.0,9.404990858864804e+17,Directed,2956,,,7
1673158423.0,9.404990858864804e+17,Directed,2918,,,6
385861147.0,9.404990858864804e+17,Directed,2860,,,2
1.5182823556345774e+18,9.404990858864804e+17,Directed,2771,,,3
1544093054.0,9.404990858864804e+17,Directed,2738,,,2
1513120718.0,9.404990858864804e+17,Directed,2712,,,2
1.346963416225702e+18,9.404990858864804e+17,Directed,2708,,,2
1.408796332802949e+18,9.404990858864804e+17,Directed,2705,,,3
1.4936981256593203e+18,9.404990858864804e+17,Directed,2604,,,6
1.4244001291304428e+18,9.404990858864804e+17,Directed,2570,,,3
1.2453302571226604e+18,9.404990858864804e+17,Directed,2526,,,5
757740565.0,9.404990858864804e+17,Directed,2497,,,4
502737798.0,9.404990858864804e+17,Directed,2468,,,2
492981569.0,9.404990858864804e+17,Directed,2442,,,2
3407522674.0,9.404990858864804e+17,Directed,2285,,,4
444881566.0,9.404990858864804e+17,Directed,2269,,,3
2969541035.0,9.404990858864804e+17,Directed,2234,,,6
1037393713.0,9.404990858864804e+17,Directed,2209,,,4
1.3305888331135754e+18,9.404990858864804e+17,Directed,2132,,,4
8.383461166220739e+17,9.404990858864804e+17,Directed,2124,,,3
397508253.0,9.404990858864804e+17,Directed,2114,,,3
405792460.0,9.404990858864804e+17,Directed,1876,,,6
1.520762180693594e+18,9.404990858864804e+17,Directed,1804,,,4
409462574.0,9.404990858864804e+17,Directed,1760,,,6
1065698616.0,9.404990858864804e+17,Directed,1701,,,7
9.760889953556808e+17,9.404990858864804e+17,Directed,1663,,,7
3049613003.0,9.404990858864804e+17,Directed,1610,,,2
1.208489632352133e+18,9.404990858864804e+17,Directed,1586,,,2
120389213.0,9.404990858864804e+17,Directed,1576,,,4
8.370230409071165e+17,9.404990858864804e+17,Directed,1554,,,8
493870947.0,9.404990858864804e+17,Directed,1541,,,4
7.659749539257713e+17,9.404990858864804e+17,Directed,1527,,,7
1281475302.0,9.404990858864804e+17,Directed,1521,,,4
8.611869160577966e+17,9.404990858864804e+17,Directed,1516,,,3
2328729294.0,9.404990858864804e+17,Directed,1469,,,2
1050542586.0,9.404990858864804e+17,Directed,1461,,,2
8.532656285091553e+17,9.404990858864804e+17,Directed,1437,,,3
2451071821.0,9.404990858864804e+17,Directed,1420,,,2
1.3478306661515346e+18,9.404990858864804e+17,Directed,1295,,,3
499934461.0,9.404990858864804e+17,Directed,1263,,,5
483051922.0,9.404990858864804e+17,Directed,1124,,,5
7046912.0,9.404990858864804e+17,Directed,1089,,,2
1.4603294414235075e+18,9.404990858864804e+17,Directed,951,,,3
2701310119.0,9.404990858864804e+17,Directed,933,,,4
2364487620.0,9.404990858864804e+17,Directed,914,,,2
3371185192.0,9.404990858864804e+17,Directed,912,,,2
1.5036520260514038e+18,9.404990858864804e+17,Directed,870,,,4
1.480071802089001e+18,9.404990858864804e+17,Directed,830,,,4
1.4432116600643994e+18,9.404990858864804e+17,Directed,794,,,2
1.488984519487152e+18,9.404990858864804e+17,Directed,790,,,2
463334267.0,9.404990858864804e+17,Directed,622,,,3
1054399650.0,9.404990858864804e+17,Directed,472,,,2
510786998.0,9.404990858864804e+17,Directed,459,,,2
305236970.0,9.404990858864804e+17,Directed,427,,,3
9.833251057942897e+17,9.404990858864804e+17,Directed,294,,,2
3436897611.0,9.404990858864804e+17,Directed,269,,,2
18407977.0,9.404990858864804e+17,Directed,229,,,5
3102953512.0,9.404990858864804e+17,Directed,225,,,2
1.1661558853596529e+18,9.404990858864804e+17,Directed,185,,,3
713351039.0,9.404990858864804e+17,Directed,164,,,2
2156336219.0,9.404990858864804e+17,Directed,152,,,4
183283202.0,9.404990858864804e+17,Directed,63,,,2
1.3634607056729047e+18,9.404990858864804e+17,Directed,60,,,2
318658843.0,1050774624.0,Directed,3,,,2
1050774624.0,484771907.0,Directed,36460,,,7
56115235.0,1050774624.0,Directed,141929,,,2
590049424.0,1050774624.0,Directed,138512,,,2
2573733795.0,1050774624.0,Directed,131673,,,2
436888427.0,1050774624.0,Directed,129859,,,2
7.779743357599334e+17,1050774624.0,Directed,123450,,,2
880454072.0,1050774624.0,Directed,121301,,,2
2982378088.0,1050774624.0,Directed,117938,,,2
406969670.0,1050774624.0,Directed,117447,,,2
1.0379639257641697e+18,1050774624.0,Directed,115789,,,2
1.1665502198881894e+18,1050774624.0,Directed,114311,,,2
314500242.0,1050774624.0,Directed,102289,,,2
46613675.0,1050774624.0,Directed,98632,,,6
3403044089.0,1050774624.0,Directed,89560,,,2
1045416828.0,1050774624.0,Directed,88040,,,2
2218115268.0,1050774624.0,Directed,86350,,,2
1.5585313693194158e+18,1050774624.0,Directed,86137,,,3
1.4674141129384755e+18,1050774624.0,Directed,85558,,,2
2210491847.0,1050774624.0,Directed,84255,,,2
1.559514013842776e+18,1050774624.0,Directed,83612,,,2
1.074545001860948e+18,1050774624.0,Directed,83565,,,2
1.3092680198440878e+18,1050774624.0,Directed,82919,,,2
490474793.0,1050774624.0,Directed,82507,,,2
2351365472.0,1050774624.0,Directed,82372,,,2
9.232832583092716e+17,1050774624.0,Directed,81882,,,2
265810251.0,1050774624.0,Directed,80325,,,3
1.4098028143862252e+18,1050774624.0,Directed,78863,,,3
1.0513730634582344e+18,1050774624.0,Directed,73946,,,2
1007278220.0,1050774624.0,Directed,72929,,,2
445436875.0,1050774624.0,Directed,72493,,,2
9.197776944889774e+17,1050774624.0,Directed,71804,,,2
105553862.0,1050774624.0,Directed,71328,,,2
1209996696.0,1050774624.0,Directed,70189,,,2
1076496552.0,1050774624.0,Directed,69521,,,2
993346520.0,1050774624.0,Directed,67545,,,2
2788092205.0,1050774624.0,Directed,66781,,,3
1.5635694567893934e+18,1050774624.0,Directed,66699,,,2
1.500189290655015e+18,1050774624.0,Directed,66614,,,4
309890109.0,1050774624.0,Directed,66543,,,2
9.714509581642506e+17,1050774624.0,Directed,66142,,,3
2771552488.0,1050774624.0,Directed,66038,,,3
1.3442723863178322e+18,1050774624.0,Directed,65989,,,5
488423574.0,1050774624.0,Directed,64420,,,2
2322238393.0,1050774624.0,Directed,64144,,,2
254725263.0,1050774624.0,Directed,63988,,,2
560327337.0,1050774624.0,Directed,63897,,,2
2779013339.0,1050774624.0,Directed,63895,,,2
453415147.0,1050774624.0,Directed,63882,,,2
566544109.0,1050774624.0,Directed,63748,,,2
15167037.0,1050774624.0,Directed,63205,,,4
1081227163.0,1050774624.0,Directed,63201,,,3
100455892.0,1050774624.0,Directed,62996,,,2
2181609882.0,1050774624.0,Directed,62854,,,2
114758896.0,1050774624.0,Directed,62639,,,5
191034445.0,1050774624.0,Directed,62463,,,2
440181940.0,1050774624.0,Directed,62132,,,3
50305666.0,1050774624.0,Directed,62064,,,4
1.5595275250799985e+18,1050774624.0,Directed,61979,,,2
410759954.0,1050774624.0,Directed,61974,,,2
608564601.0,1050774624.0,Directed,61965,,,3
2371865084.0,1050774624.0,Directed,61889,,,7
1.1293259799634493e+18,1050774624.0,Directed,61784,,,2
8.658707069822239e+17,1050774624.0,Directed,61539,,,2
419807121.0,1050774624.0,Directed,61436,,,2
836118422.0,1050774624.0,Directed,60930,,,2
361155913.0,1050774624.0,Directed,60871,,,13
1963259023.0,1050774624.0,Directed,60853,,,2
527676488.0,1050774624.0,Directed,59608,,,4
50237052.0,1050774624.0,Directed,59458,,,4
850632948.0,1050774624.0,Directed,58475,,,2
832669237.0,1050774624.0,Directed,51194,,,2
468204789.0,1050774624.0,Directed,50893,,,2
1.5102851216137134e+18,1050774624.0,Directed,50326,,,3
2960084332.0,1050774624.0,Directed,49101,,,4
444811533.0,1050774624.0,Directed,49078,,,2
444065460.0,1050774624.0,Directed,48639,,,2
8.0731416163405e+17,1050774624.0,Directed,48549,,,2
850997250.0,1050774624.0,Directed,48221,,,3
588358238.0,1050774624.0,Directed,48051,,,6
1067984490.0,1050774624.0,Directed,48022,,,5
1.0793455063657267e+18,1050774624.0,Directed,47851,,,2
458854415.0,1050774624.0,Directed,47830,,,3
1.0961128702181786e+18,1050774624.0,Directed,47597,,,2
1.2634586893123092e+18,1050774624.0,Directed,47455,,,2
1.314521557528703e+18,1050774624.0,Directed,47450,,,3
1.0327296509618217e+18,1050774624.0,Directed,47306,,,2
265408261.0,1050774624.0,Directed,47283,,,3
2355434052.0,1050774624.0,Directed,47227,,,2
2529145137.0,1050774624.0,Directed,46611,,,3
3156479881.0,1050774624.0,Directed,46582,,,2
9.713329590841385e+17,1050774624.0,Directed,46350,,,3
218069720.0,1050774624.0,Directed,46282,,,6
244952583.0,1050774624.0,Directed,46142,,,2
289863940.0,1050774624.0,Directed,46111,,,2
1.0013229591544095e+18,1050774624.0,Directed,45974,,,4
221696020.0,1050774624.0,Directed,45919,,,2
213242399.0,1050774624.0,Directed,45863,,,3
1.4239515163864023e+18,1050774624.0,Directed,45765,,,3
2350145582.0,1050774624.0,Directed,45639,,,2
730859443.0,1050774624.0,Directed,45525,,,3
1217541421.0,1050774624.0,Directed,45453,,,2
468648193.0,1050774624.0,Directed,45442,,,2
75752768.0,1050774624.0,Directed,45437,,,2
65726173.0,1050774624.0,Directed,45366,,,3
117055267.0,1050774624.0,Directed,45337,,,2
309289276.0,1050774624.0,Directed,45274,,,2
2613145472.0,1050774624.0,Directed,45273,,,3
415039259.0,1050774624.0,Directed,45252,,,2
1.456760223679533e+18,1050774624.0,Directed,45251,,,2
428598861.0,1050774624.0,Directed,45243,,,2
110958473.0,1050774624.0,Directed,44847,,,5
290687067.0,1050774624.0,Directed,44779,,,2
1.5547178167287153e+18,1050774624.0,Directed,44777,,,2
410153065.0,1050774624.0,Directed,44749,,,2
2591634829.0,1050774624.0,Directed,44721,,,2
1.5672332422306734e+18,1050774624.0,Directed,44702,,,2
399544963.0,1050774624.0,Directed,44571,,,4
215336560.0,1050774624.0,Directed,44427,,,4
3317355689.0,1050774624.0,Directed,44425,,,2
454023694.0,1050774624.0,Directed,44308,,,2
323997025.0,1050774624.0,Directed,44228,,,3
4211611631.0,1050774624.0,Directed,44131,,,8
1.5431385860228792e+18,1050774624.0,Directed,44083,,,4
14270140.0,1050774624.0,Directed,43998,,,2
422789312.0,1050774624.0,Directed,43780,,,6
2342272249.0,1050774624.0,Directed,43779,,,5
1.477031662475174e+18,1050774624.0,Directed,43672,,,2
503061875.0,1050774624.0,Directed,43624,,,7
1.4823609684914504e+18,1050774624.0,Directed,43524,,,4
1.4888162213279703e+18,1050774624.0,Directed,43499,,,2
1356617318.0,1050774624.0,Directed,43256,,,10
273361617.0,1050774624.0,Directed,43203,,,2
8.567799435099832e+17,1050774624.0,Directed,43171,,,3
534608451.0,1050774624.0,Directed,43007,,,2
414067799.0,1050774624.0,Directed,42307,,,7
593517721.0,1050774624.0,Directed,42145,,,5
237860479.0,1050774624.0,Directed,42092,,,3
8.852289023183176e+17,1050774624.0,Directed,42089,,,3
1.5569448653841736e+18,1050774624.0,Directed,42028,,,2
1.2410692736420413e+18,1050774624.0,Directed,42014,,,22
1399204292.0,1050774624.0,Directed,41972,,,4
119066459.0,1050774624.0,Directed,41955,,,4
220270959.0,1050774624.0,Directed,41943,,,2
1261477044.0,1050774624.0,Directed,41483,,,3
1013577343.0,1050774624.0,Directed,41138,,,6
2288167912.0,1050774624.0,Directed,41127,,,2
1.1010963851291238e+18,1050774624.0,Directed,41095,,,2
1.4879377478390743e+18,1050774624.0,Directed,41080,,,2
3350011492.0,1050774624.0,Directed,41062,,,2
199017605.0,1050774624.0,Directed,40984,,,2
131526654.0,1050774624.0,Directed,40919,,,2
120531227.0,1050774624.0,Directed,40913,,,2
431055607.0,1050774624.0,Directed,40903,,,4
198531036.0,1050774624.0,Directed,40878,,,3
637018529.0,1050774624.0,Directed,40804,,,6
77161706.0,1050774624.0,Directed,40795,,,2
1.466444539833602e+18,1050774624.0,Directed,40778,,,2
604573145.0,1050774624.0,Directed,40762,,,4
7.065770565580882e+17,1050774624.0,Directed,40723,,,2
1.2601793359793357e+18,1050774624.0,Directed,40700,,,2
2435469294.0,1050774624.0,Directed,39857,,,3
1.167056580434649e+18,1050774624.0,Directed,39714,,,4
1.4876718745533645e+18,1050774624.0,Directed,39357,,,3
218150805.0,1050774624.0,Directed,39349,,,2
1036893366.0,1050774624.0,Directed,39038,,,7
124158014.0,1050774624.0,Directed,38474,,,5
1.5538618377451602e+18,1050774624.0,Directed,38244,,,3
30849011.0,1050774624.0,Directed,37978,,,9
49590140.0,1050774624.0,Directed,37964,,,4
1388083177.0,1050774624.0,Directed,37858,,,2
1.5033582651780014e+18,1050774624.0,Directed,37825,,,2
467737318.0,1050774624.0,Directed,37803,,,2
493900329.0,1050774624.0,Directed,37429,,,2
48334852.0,1050774624.0,Directed,37149,,,3
104850879.0,1050774624.0,Directed,37005,,,3
105132897.0,1050774624.0,Directed,36513,,,5
410979351.0,1050774624.0,Directed,36445,,,2
1.5645506867125043e+18,1050774624.0,Directed,36392,,,7
540888689.0,1050774624.0,Directed,36364,,,3
30861840.0,1050774624.0,Directed,36362,,,3
216673440.0,1050774624.0,Directed,36356,,,3
73342581.0,1050774624.0,Directed,36344,,,3
406374085.0,1050774624.0,Directed,36327,,,2
3077428803.0,1050774624.0,Directed,36316,,,4
9.999606645747794e+17,1050774624.0,Directed,34049,,,3
2983261889.0,1050774624.0,Directed,33241,,,3
1254365935.0,1050774624.0,Directed,32147,,,7
558377336.0,1050774624.0,Directed,31941,,,4
2427072883.0,1050774624.0,Directed,31765,,,4
1.2616406338838077e+18,1050774624.0,Directed,31347,,,3
9.059041497866568e+17,1050774624.0,Directed,31290,,,8
1536096506.0,1050774624.0,Directed,31176,,,8
1.3092259007608627e+18,1050774624.0,Directed,30979,,,3
1.2946888779370332e+18,1050774624.0,Directed,30939,,,5
522387399.0,1050774624.0,Directed,30731,,,7
257002033.0,1050774624.0,Directed,30584,,,2
1224209557.0,1050774624.0,Directed,30571,,,3
399899271.0,1050774624.0,Directed,30552,,,3
2534537093.0,1050774624.0,Directed,30534,,,3
1.1377299494927565e+18,1050774624.0,Directed,30487,,,12
1216114806.0,1050774624.0,Directed,30470,,,2
1.4998310994213437e+18,1050774624.0,Directed,30279,,,6
9.308428175339684e+17,1050774624.0,Directed,30239,,,5
44206038.0,1050774624.0,Directed,30182,,,2
2469029157.0,1050774624.0,Directed,30163,,,5
1.363514006200279e+18,1050774624.0,Directed,30137,,,3
1.516155430225027e+18,1050774624.0,Directed,29815,,,3
