Source,Target,Type,Id,Label,timeset,Weight
831768450.0,8.999103200131523e+17,Directed,424,,,15
1.2133408547288392e+18,350480549.0,Directed,81,,,4
1.5026400978916925e+18,1.2133408547288392e+18,Directed,29292,,,2
221803613.0,350480549.0,Directed,126896,,,2
1.3690638567698063e+18,350480549.0,Directed,122739,,,2
543738717.0,350480549.0,Directed,107372,,,2
8.179570130407014e+17,350480549.0,Directed,104578,,,2
1.5203061387047526e+18,350480549.0,Directed,102581,,,2
1.1885378286213325e+18,350480549.0,Directed,100253,,,3
448105032.0,350480549.0,Directed,96525,,,3
1.2736026432864666e+18,350480549.0,Directed,88163,,,3
1.2485929644079596e+18,350480549.0,Directed,87732,,,5
8.225717731159572e+17,350480549.0,Directed,84194,,,3
1.4555305545317622e+18,350480549.0,Directed,74411,,,3
1.0381684877415956e+18,350480549.0,Directed,68710,,,2
1.5460285359152046e+18,350480549.0,Directed,68588,,,3
1.1672183979789885e+18,350480549.0,Directed,66688,,,2
82345143.0,350480549.0,Directed,66554,,,2
1.3125057580645417e+18,350480549.0,Directed,65096,,,9
329564611.0,350480549.0,Directed,64632,,,2
1.1591319645965763e+18,350480549.0,Directed,52379,,,8
213629833.0,350480549.0,Directed,51203,,,6
1.424754163775312e+18,350480549.0,Directed,47881,,,3
1.5200124963876454e+18,350480549.0,Directed,47764,,,8
2804109824.0,350480549.0,Directed,47007,,,5
1.489939055894831e+18,350480549.0,Directed,46210,,,14
3320750027.0,350480549.0,Directed,44710,,,13
429021106.0,350480549.0,Directed,33547,,,8
8.349163710373683e+17,350480549.0,Directed,32914,,,6
14723812.0,350480549.0,Directed,30755,,,2
364225664.0,350480549.0,Directed,29960,,,2
1.0173534399013765e+18,350480549.0,Directed,26826,,,4
1.4415668669844316e+18,350480549.0,Directed,25764,,,5
3138740529.0,350480549.0,Directed,25712,,,6
7.121560455908311e+17,350480549.0,Directed,25524,,,3
27326931.0,350480549.0,Directed,25498,,,2
3131440631.0,350480549.0,Directed,25237,,,2
1.2485683665891942e+18,350480549.0,Directed,24610,,,2
1.4878795389987553e+18,350480549.0,Directed,24582,,,7
380929962.0,350480549.0,Directed,23842,,,2
1.363151925814956e+18,350480549.0,Directed,23804,,,2
1.363122972572201e+18,350480549.0,Directed,23726,,,3
479496280.0,350480549.0,Directed,23424,,,2
89211519.0,350480549.0,Directed,23003,,,3
1.5518682774874604e+18,350480549.0,Directed,22849,,,10
2811563782.0,350480549.0,Directed,22472,,,2
2976178917.0,350480549.0,Directed,22419,,,2
418932368.0,350480549.0,Directed,21905,,,2
158689835.0,350480549.0,Directed,21838,,,3
1.4731248772551967e+18,350480549.0,Directed,21735,,,4
1.1994073428545618e+18,350480549.0,Directed,21731,,,11
7.908571035440497e+17,350480549.0,Directed,21479,,,2
1.3276407488047555e+18,350480549.0,Directed,21277,,,12
1.433311699323523e+18,350480549.0,Directed,20596,,,5
7.060600412547809e+17,350480549.0,Directed,20265,,,25
1.4273182706008842e+18,350480549.0,Directed,19323,,,3
433224751.0,350480549.0,Directed,19296,,,3
3296925333.0,350480549.0,Directed,19222,,,5
366656976.0,350480549.0,Directed,19201,,,13
1.1320471351160054e+18,350480549.0,Directed,19165,,,3
7.786320655793603e+17,350480549.0,Directed,18904,,,5
1.1019308597525791e+18,350480549.0,Directed,18891,,,4
178009034.0,350480549.0,Directed,17905,,,3
91668426.0,350480549.0,Directed,16601,,,12
77550901.0,350480549.0,Directed,15188,,,2
1.1880491405567508e+18,350480549.0,Directed,14997,,,2
9.41421555313193e+17,350480549.0,Directed,13635,,,12
1.0525529094964388e+18,350480549.0,Directed,13544,,,35
65456635.0,350480549.0,Directed,12198,,,5
1541661373.0,350480549.0,Directed,11938,,,68
463212973.0,350480549.0,Directed,11787,,,9
264429673.0,350480549.0,Directed,11568,,,11
141509471.0,350480549.0,Directed,11301,,,65
1573002116.0,350480549.0,Directed,10818,,,2
131238747.0,350480549.0,Directed,9547,,,3
2472634306.0,350480549.0,Directed,9467,,,5
1.34449565736568e+18,350480549.0,Directed,9347,,,23
2166970213.0,350480549.0,Directed,9090,,,15
781973582.0,350480549.0,Directed,8695,,,2
1.41614127328358e+18,350480549.0,Directed,8668,,,2
1.1543718626060984e+18,350480549.0,Directed,7751,,,3
7.38414815660671e+17,350480549.0,Directed,7663,,,16
2233536302.0,350480549.0,Directed,6726,,,2
318612753.0,350480549.0,Directed,6684,,,4
434123289.0,350480549.0,Directed,6107,,,3
1873008853.0,350480549.0,Directed,5913,,,6
1.5455121011747062e+18,350480549.0,Directed,5596,,,3
361092388.0,350480549.0,Directed,5573,,,2
1.4979307732734894e+18,350480549.0,Directed,5555,,,78
1.1691442198538322e+18,350480549.0,Directed,5433,,,13
1441977997.0,350480549.0,Directed,5413,,,5
1.4318208330943447e+18,350480549.0,Directed,5367,,,12
4196122397.0,350480549.0,Directed,5152,,,3
104489361.0,350480549.0,Directed,4774,,,177
9.054363034912481e+17,350480549.0,Directed,4760,,,4
462507663.0,350480549.0,Directed,4733,,,2
1470706141.0,350480549.0,Directed,4666,,,15
443588280.0,350480549.0,Directed,4553,,,24
1011603156.0,350480549.0,Directed,4464,,,68
1.313836039614673e+18,350480549.0,Directed,4398,,,10
1.358357138486231e+18,350480549.0,Directed,4348,,,3
2405837416.0,350480549.0,Directed,4342,,,7
1334712547.0,350480549.0,Directed,4009,,,6
1283167465.0,350480549.0,Directed,3954,,,2
2967886973.0,350480549.0,Directed,3916,,,2
7.990073150348001e+17,350480549.0,Directed,3895,,,25
1.373361783235285e+18,350480549.0,Directed,3771,,,2
1.4636085446205972e+18,350480549.0,Directed,3739,,,25
1.239911258054447e+18,350480549.0,Directed,3646,,,32
1.4874042282095206e+18,350480549.0,Directed,3631,,,16
1.2318869426415124e+18,350480549.0,Directed,3547,,,14
1.5568572970072187e+18,350480549.0,Directed,3505,,,4
1.4605273648745882e+18,350480549.0,Directed,3167,,,38
2414872921.0,350480549.0,Directed,3040,,,2
1.4943082445080044e+18,350480549.0,Directed,3030,,,5
1405866403.0,350480549.0,Directed,2996,,,61
1.5450668392433664e+18,350480549.0,Directed,2962,,,2
1.5566986027807293e+18,350480549.0,Directed,2697,,,3
358626243.0,350480549.0,Directed,2640,,,24
9.315516313170616e+17,350480549.0,Directed,2514,,,6
1.5208067988228833e+18,350480549.0,Directed,2495,,,2
1346931942.0,350480549.0,Directed,2316,,,6
563529644.0,350480549.0,Directed,2256,,,5
1.4877496054963446e+18,350480549.0,Directed,2232,,,10
1402688845.0,350480549.0,Directed,2148,,,108
7.213381966390149e+17,350480549.0,Directed,2142,,,13
2635093335.0,350480549.0,Directed,2112,,,2
8.764615183422833e+17,350480549.0,Directed,2062,,,3
330232761.0,350480549.0,Directed,2046,,,2
1.540058441900753e+18,350480549.0,Directed,2019,,,4
1.0565264294653338e+18,350480549.0,Directed,1959,,,2
501491773.0,350480549.0,Directed,1904,,,2
387745397.0,350480549.0,Directed,1890,,,2
1.0203801561946317e+18,350480549.0,Directed,1822,,,8
584493587.0,350480549.0,Directed,1800,,,5
7.12008727256105e+17,350480549.0,Directed,1794,,,8
1.5427540370445763e+18,350480549.0,Directed,1783,,,2
3047940471.0,350480549.0,Directed,1713,,,4
589995887.0,350480549.0,Directed,1508,,,116
1322859828.0,350480549.0,Directed,1277,,,14
350810508.0,350480549.0,Directed,1268,,,4
45815847.0,350480549.0,Directed,1171,,,2
1290180494.0,350480549.0,Directed,1154,,,2
2842808602.0,350480549.0,Directed,1138,,,6
1.237045959789613e+18,350480549.0,Directed,1097,,,3
168782371.0,350480549.0,Directed,1092,,,17
1.5045638393329254e+18,350480549.0,Directed,1075,,,2
7.555226866846966e+17,350480549.0,Directed,982,,,5
9.4566776366157e+17,350480549.0,Directed,975,,,5
237277628.0,350480549.0,Directed,882,,,4
3977951957.0,350480549.0,Directed,800,,,22
1.5567196120788173e+18,350480549.0,Directed,782,,,2
3310167993.0,350480549.0,Directed,707,,,4
35565652.0,350480549.0,Directed,668,,,6
2809345520.0,350480549.0,Directed,573,,,52
1.5337571158017352e+18,350480549.0,Directed,408,,,6
2627013992.0,350480549.0,Directed,377,,,6
47398478.0,350480549.0,Directed,352,,,5
1683545012.0,350480549.0,Directed,200,,,6
580096126.0,350480549.0,Directed,161,,,86
473198146.0,350480549.0,Directed,99,,,5
2678727095.0,150725695.0,Directed,138337,,,2
1.1468120485396398e+18,150725695.0,Directed,138070,,,2
1.5852076151009444e+18,150725695.0,Directed,138059,,,2
1.5849609183284142e+18,150725695.0,Directed,137984,,,2
1.5660003697417953e+18,150725695.0,Directed,134686,,,2
1.5232942619025162e+18,150725695.0,Directed,131964,,,2
292508028.0,150725695.0,Directed,130903,,,2
1.5692725791515935e+18,150725695.0,Directed,127880,,,2
1.2763993935543951e+18,150725695.0,Directed,127680,,,2
1.5004627467768832e+18,150725695.0,Directed,127430,,,2
575529724.0,150725695.0,Directed,127353,,,2
2938791976.0,150725695.0,Directed,127114,,,2
1.5770706631474422e+18,150725695.0,Directed,126257,,,2
1.5759389406825021e+18,150725695.0,Directed,125296,,,2
501757998.0,150725695.0,Directed,122905,,,2
1.5087105039961784e+18,150725695.0,Directed,120521,,,2
722648538.0,150725695.0,Directed,120024,,,2
1.5036666873668977e+18,150725695.0,Directed,118173,,,2
1.2399540922119987e+18,150725695.0,Directed,117113,,,11
1.3438812679940465e+18,150725695.0,Directed,114327,,,2
243354570.0,150725695.0,Directed,110858,,,4
1375200458.0,150725695.0,Directed,110654,,,3
1.446447433966293e+18,150725695.0,Directed,108924,,,2
1.403841344917889e+18,150725695.0,Directed,108810,,,2
1.55400168719462e+18,150725695.0,Directed,107483,,,2
2483659703.0,150725695.0,Directed,107401,,,2
954478344.0,150725695.0,Directed,107274,,,2
1.163019097430528e+18,150725695.0,Directed,106434,,,2
152574488.0,150725695.0,Directed,106186,,,2
1.519086160747901e+18,150725695.0,Directed,106113,,,2
1.5773612904099512e+18,150725695.0,Directed,105990,,,2
189450270.0,150725695.0,Directed,105785,,,2
17676551.0,150725695.0,Directed,105779,,,3
1126191505.0,150725695.0,Directed,105551,,,2
1164137114.0,150725695.0,Directed,105484,,,2
1.5233528679392297e+18,150725695.0,Directed,101496,,,4
8.312281408653844e+17,150725695.0,Directed,100543,,,4
1.4683491249991926e+18,150725695.0,Directed,100077,,,2
1.4320520414934016e+18,150725695.0,Directed,99780,,,2
474778075.0,150725695.0,Directed,99341,,,2
1140254388.0,150725695.0,Directed,98357,,,2
1.4638657697045012e+18,150725695.0,Directed,97967,,,2
2847838805.0,150725695.0,Directed,97518,,,2
1.4407272699457126e+18,150725695.0,Directed,97374,,,2
2949970995.0,150725695.0,Directed,97072,,,2
1920578498.0,150725695.0,Directed,96736,,,2
1.546587041030357e+18,150725695.0,Directed,96431,,,2
578944763.0,150725695.0,Directed,96357,,,2
1.3767905561819873e+18,150725695.0,Directed,92186,,,2
193703429.0,150725695.0,Directed,86573,,,3
44851238.0,150725695.0,Directed,84676,,,2
1.5126827500416287e+18,150725695.0,Directed,83578,,,2
1.5721394356506788e+18,150725695.0,Directed,83478,,,3
144136800.0,150725695.0,Directed,82441,,,2
991757240.0,150725695.0,Directed,82121,,,2
334287685.0,150725695.0,Directed,81210,,,2
1.5728757453152297e+18,150725695.0,Directed,79192,,,6
1.5567215088184852e+18,150725695.0,Directed,78956,,,2
3244884994.0,150725695.0,Directed,78570,,,2
1.5729037411618816e+18,150725695.0,Directed,78545,,,4
2839974070.0,150725695.0,Directed,78198,,,2
1.526360597411029e+18,150725695.0,Directed,77988,,,2
390577061.0,150725695.0,Directed,77330,,,2
1.3595032072449802e+18,150725695.0,Directed,76438,,,2
1.4945842196826767e+18,150725695.0,Directed,76434,,,2
3006886250.0,150725695.0,Directed,76121,,,2
3228089501.0,150725695.0,Directed,75971,,,5
2833126987.0,150725695.0,Directed,75582,,,2
945543114.0,150725695.0,Directed,75461,,,2
9.82348098050646e+17,150725695.0,Directed,75264,,,4
1.56529735306573e+18,150725695.0,Directed,74507,,,2
2851002475.0,150725695.0,Directed,74413,,,3
162461204.0,150725695.0,Directed,74059,,,2
550057046.0,150725695.0,Directed,72919,,,3
1.5188378914468454e+18,150725695.0,Directed,72295,,,3
1.539004765027414e+18,150725695.0,Directed,71960,,,6
1.046825568229118e+18,150725695.0,Directed,71781,,,2
1.5646549647854838e+18,150725695.0,Directed,71643,,,2
1.48815487456299e+18,150725695.0,Directed,71598,,,2
1.4392290128958464e+18,150725695.0,Directed,71412,,,2
234935320.0,150725695.0,Directed,70850,,,2
1003780580.0,150725695.0,Directed,70263,,,2
1.5690610646581002e+18,150725695.0,Directed,67320,,,2
1.2780354292336968e+18,150725695.0,Directed,66216,,,2
391247874.0,150725695.0,Directed,66146,,,2
119064874.0,150725695.0,Directed,64795,,,4
866679978.0,150725695.0,Directed,64679,,,2
1150378464.0,150725695.0,Directed,64551,,,2
1.561939098444628e+18,150725695.0,Directed,64524,,,2
4777644015.0,150725695.0,Directed,64328,,,3
1.5366933813043118e+18,150725695.0,Directed,63956,,,2
1.5647197128771215e+18,150725695.0,Directed,63694,,,2
3000138468.0,150725695.0,Directed,63505,,,3
1.4980137987954606e+18,150725695.0,Directed,62613,,,2
1.5165018935891804e+18,150725695.0,Directed,61052,,,3
2833867913.0,150725695.0,Directed,60731,,,2
9.485511260764897e+17,150725695.0,Directed,60601,,,2
1.4717643206777733e+18,150725695.0,Directed,60485,,,2
1.508948650554237e+18,150725695.0,Directed,60125,,,3
3380722083.0,150725695.0,Directed,60006,,,2
258822291.0,150725695.0,Directed,59948,,,2
1.1952986191691653e+18,150725695.0,Directed,59942,,,2
7.388491555656622e+17,150725695.0,Directed,59874,,,2
1.5030295234235843e+18,150725695.0,Directed,58671,,,3
494377014.0,150725695.0,Directed,57353,,,2
1.5584703376705618e+18,150725695.0,Directed,57053,,,2
1.5465234684260024e+18,150725695.0,Directed,56556,,,8
1.5189400329161974e+18,150725695.0,Directed,55381,,,3
9.924913822951956e+17,150725695.0,Directed,51188,,,5
274915400.0,150725695.0,Directed,50788,,,36
378096106.0,150725695.0,Directed,50079,,,3
8.122933142464922e+17,150725695.0,Directed,48861,,,5
2861106571.0,150725695.0,Directed,48626,,,2
22005584.0,150725695.0,Directed,48230,,,2
1.0812902024659476e+18,150725695.0,Directed,48181,,,15
1.4486306899188572e+18,150725695.0,Directed,47886,,,2
1.5401972191896248e+18,150725695.0,Directed,47857,,,3
1.121698337315541e+18,150725695.0,Directed,47778,,,2
543632852.0,150725695.0,Directed,46835,,,2
8.352463140950098e+17,150725695.0,Directed,46249,,,5
1.4960335842217697e+18,150725695.0,Directed,46113,,,2
1.168612912057e+18,150725695.0,Directed,46105,,,159
1.551458632960721e+18,150725695.0,Directed,45898,,,2
1.4562796698802094e+18,150725695.0,Directed,45793,,,2
1103637914.0,150725695.0,Directed,45660,,,3
8.216647848610365e+17,150725695.0,Directed,43796,,,2
7.154449611944182e+17,150725695.0,Directed,43755,,,2
1.3478125410455962e+18,150725695.0,Directed,43004,,,2
385575847.0,150725695.0,Directed,42891,,,2
8.65605364305322e+17,150725695.0,Directed,41447,,,3
1.4911375383917855e+18,150725695.0,Directed,39907,,,2
560492972.0,150725695.0,Directed,37612,,,2
912955944.0,150725695.0,Directed,35689,,,5
1.4705834774604268e+18,150725695.0,Directed,35657,,,13
1.513093014691922e+18,150725695.0,Directed,34566,,,8
835702219.0,150725695.0,Directed,33661,,,4
1.2375047750228828e+18,150725695.0,Directed,33543,,,2
2779355786.0,150725695.0,Directed,33517,,,13
21095378.0,150725695.0,Directed,33135,,,2
371167537.0,150725695.0,Directed,32415,,,11
1.1644799562206167e+18,150725695.0,Directed,30286,,,2
1.5654849220847698e+18,150725695.0,Directed,29873,,,3
619097521.0,150725695.0,Directed,28660,,,2
572550917.0,150725695.0,Directed,27868,,,3
1.0004042338359583e+18,150725695.0,Directed,27796,,,6
3052546040.0,150725695.0,Directed,25047,,,2
86177056.0,150725695.0,Directed,24385,,,5
2499079532.0,150725695.0,Directed,24166,,,2
1.5624863117426115e+18,150725695.0,Directed,24122,,,2
1.4985828732674908e+18,150725695.0,Directed,23605,,,3
916983974.0,150725695.0,Directed,23536,,,3
429404903.0,150725695.0,Directed,21634,,,2
7.342934017854996e+17,150725695.0,Directed,21605,,,2
127221619.0,150725695.0,Directed,21597,,,8
1350969594.0,150725695.0,Directed,21000,,,12
1215118266.0,150725695.0,Directed,20347,,,5
1.3811389394829312e+18,150725695.0,Directed,20020,,,34
121406963.0,150725695.0,Directed,18566,,,12
2525155376.0,150725695.0,Directed,18509,,,9
1.5439177515840307e+18,150725695.0,Directed,18041,,,6
1.2551628796507955e+18,150725695.0,Directed,17758,,,10
4074398955.0,150725695.0,Directed,17515,,,2
34885604.0,150725695.0,Directed,17417,,,5
499633425.0,150725695.0,Directed,17406,,,6
768275844.0,150725695.0,Directed,17367,,,2
1.559334392073519e+18,150725695.0,Directed,17066,,,2
941263806.0,150725695.0,Directed,17060,,,3
1226014117.0,150725695.0,Directed,17042,,,3
2981594310.0,150725695.0,Directed,16763,,,11
445626690.0,150725695.0,Directed,15631,,,32
1.0304707840016876e+18,150725695.0,Directed,14917,,,7
8.253056531577037e+17,150725695.0,Directed,14812,,,14
9.757782387975782e+17,150725695.0,Directed,13760,,,68
1266646404.0,150725695.0,Directed,13376,,,3
288325705.0,150725695.0,Directed,12713,,,2
1.4881832844672164e+18,150725695.0,Directed,12621,,,3
1.4304205680634962e+18,150725695.0,Directed,11806,,,2
392589825.0,150725695.0,Directed,11113,,,27
1.1790757909038735e+18,150725695.0,Directed,10943,,,2
903890335.0,150725695.0,Directed,10908,,,6
1180254084.0,150725695.0,Directed,10770,,,4
487466797.0,150725695.0,Directed,9447,,,7
1.50365342382413e+18,150725695.0,Directed,8431,,,14
2820022258.0,150725695.0,Directed,8229,,,17
26279138.0,150725695.0,Directed,7247,,,3
113410319.0,150725695.0,Directed,7022,,,5
8.880727011009249e+17,150725695.0,Directed,6975,,,48
495623215.0,150725695.0,Directed,6869,,,70
517936381.0,150725695.0,Directed,5921,,,5
1440784603.0,150725695.0,Directed,5879,,,128
1.534905567407485e+18,150725695.0,Directed,5628,,,4
7.165670380016067e+17,150725695.0,Directed,4546,,,7
1051173812.0,150725695.0,Directed,3722,,,7
2936766136.0,150725695.0,Directed,3102,,,37
320737259.0,150725695.0,Directed,2968,,,2
7.17274599390634e+17,150725695.0,Directed,2869,,,17
244911038.0,150725695.0,Directed,2741,,,5
615152166.0,150725695.0,Directed,2449,,,52
3550261402.0,150725695.0,Directed,1098,,,195
9.48578516982956e+17,150725695.0,Directed,201,,,248
7.198177686907863e+17,9.347626289116488e+17,Directed,53981,,,5
7.198177686907863e+17,1.1604584485612175e+18,Directed,43371,,,2
7.198177686907863e+17,454018747.0,Directed,37128,,,15
1910176993.0,49954018.0,Directed,13771,,,4
1.3701119197895967e+18,1910176993.0,Directed,5803,,,2
2801547296.0,1910176993.0,Directed,5310,,,3
8.247181078308454e+17,1910176993.0,Directed,3510,,,2
3092389516.0,1910176993.0,Directed,2377,,,8
1.553667629608571e+18,1910176993.0,Directed,2354,,,3
1.1244416432125788e+18,1910176993.0,Directed,2088,,,2
2288712929.0,1910176993.0,Directed,1095,,,10
989346433.0,1910176993.0,Directed,270,,,2
571072141.0,1.4903502786919834e+18,Directed,94500,,,2
571072141.0,298183170.0,Directed,83906,,,3
571072141.0,2322424306.0,Directed,84,,,9
2322424306.0,2977944652.0,Directed,20652,,,4
2322424306.0,1.1305801935910912e+18,Directed,8585,,,11
2977703069.0,2322424306.0,Directed,138684,,,2
1.54682839401651e+18,2322424306.0,Directed,99178,,,4
8.123205935467397e+17,2322424306.0,Directed,73261,,,2
8.206467224897741e+17,2322424306.0,Directed,48966,,,2
2384752782.0,2322424306.0,Directed,37407,,,2
1725604801.0,2322424306.0,Directed,25841,,,2
712925572.0,2322424306.0,Directed,22988,,,3
1.4588578806989496e+18,2322424306.0,Directed,14097,,,4
1.250435010697388e+18,2322424306.0,Directed,13485,,,2
1200815466.0,2322424306.0,Directed,13320,,,7
1.0114658996002202e+18,2322424306.0,Directed,11128,,,8
1.0011167609957827e+18,2322424306.0,Directed,10542,,,2
1284144582.0,2322424306.0,Directed,9359,,,6
1077801097.0,2322424306.0,Directed,9300,,,2
311939919.0,2322424306.0,Directed,7847,,,2
8.57336834397016e+17,2322424306.0,Directed,7800,,,2
1.4398215745808835e+18,2322424306.0,Directed,7346,,,8
1.3814956496576143e+18,2322424306.0,Directed,6374,,,2
1.2925603688129208e+18,2322424306.0,Directed,6005,,,6
514622071.0,2322424306.0,Directed,5726,,,2
165231667.0,2322424306.0,Directed,5661,,,2
1.3882309747361096e+18,2322424306.0,Directed,4955,,,2
8.840558061483131e+17,2322424306.0,Directed,4604,,,4
1.2983008831476e+18,2322424306.0,Directed,4545,,,3
475770773.0,2322424306.0,Directed,4279,,,9
494305391.0,2322424306.0,Directed,3957,,,4
3251668085.0,2322424306.0,Directed,3841,,,3
2415622079.0,2322424306.0,Directed,3572,,,3
1.3481850770800108e+18,2322424306.0,Directed,3473,,,2
4185034305.0,2322424306.0,Directed,3458,,,2
1.1464123142514483e+18,2322424306.0,Directed,3272,,,13
366627475.0,1.3894617334256968e+18,Directed,28588,,,3
602034364.0,1.3894617334256968e+18,Directed,27771,,,2
1.3202964794378363e+18,402703396.0,Directed,11849,,,4
1.3202964794378363e+18,1033488919.0,Directed,11846,,,2
1.3202964794378363e+18,1593078650.0,Directed,785,,,2
1.3202964794378363e+18,1.4010759004778414e+18,Directed,113,,,9
2568712240.0,1.480559052702761e+18,Directed,41371,,,4
2568712240.0,1.551635849325994e+18,Directed,20342,,,9
1.0004803519056323e+18,2568712240.0,Directed,12827,,,14
1.2008182287773573e+18,1.2008182287773573e+18,Directed,71809,,,14
3964977808.0,1.2008182287773573e+18,Directed,34240,,,3
1.1065427883579023e+18,1.2008182287773573e+18,Directed,26562,,,2
4048644567.0,1.2008182287773573e+18,Directed,26544,,,2
9.781972860765102e+17,1.2008182287773573e+18,Directed,3048,,,5
32596998.0,1.2008182287773573e+18,Directed,1840,,,2
1.2678864206996152e+18,1.2008182287773573e+18,Directed,1067,,,2
1544336527.0,1.4111721168257843e+18,Directed,119082,,,2
1544336527.0,1.559869047688274e+18,Directed,100815,,,2
1544336527.0,49585248.0,Directed,94529,,,2
1544336527.0,1.3016620615424737e+18,Directed,79887,,,3
1544336527.0,142982449.0,Directed,15458,,,7
1544336527.0,1.4970183271972332e+18,Directed,8336,,,2
1544336527.0,1495459368.0,Directed,6862,,,3
1544336527.0,1306691233.0,Directed,6848,,,3
1544336527.0,51182604.0,Directed,6809,,,15
1544336527.0,1.4515930424906916e+18,Directed,3433,,,32
1544336527.0,1.077268884204503e+18,Directed,527,,,10
1544336527.0,2258523345.0,Directed,428,,,18
1544336527.0,2181837838.0,Directed,321,,,2
1544336527.0,1.3921283589479916e+18,Directed,106,,,8
1544336527.0,497995758.0,Directed,95,,,77
1073355817.0,1544336527.0,Directed,3969,,,3
497995758.0,497995758.0,Directed,11570,,,39
1187416260.0,497995758.0,Directed,143427,,,2
1.583916536779137e+18,497995758.0,Directed,142912,,,2
1.3711636229578465e+18,497995758.0,Directed,142082,,,3
2191656951.0,497995758.0,Directed,140867,,,2
1.2366089653683282e+18,497995758.0,Directed,139541,,,2
99532337.0,497995758.0,Directed,135061,,,2
40670366.0,497995758.0,Directed,134072,,,2
1.483467416520872e+18,497995758.0,Directed,134033,,,2
1.5829093026833736e+18,497995758.0,Directed,133880,,,5
8.894405865157878e+17,497995758.0,Directed,127677,,,3
205960198.0,497995758.0,Directed,127276,,,3
20060900.0,497995758.0,Directed,125206,,,2
1.4497410487632568e+18,497995758.0,Directed,122037,,,2
2225227867.0,497995758.0,Directed,119356,,,2
591741476.0,497995758.0,Directed,118378,,,2
1.4341814655212012e+18,497995758.0,Directed,118305,,,2
383776360.0,497995758.0,Directed,117665,,,2
1.5055935898369638e+18,497995758.0,Directed,117382,,,2
1.473040779983704e+18,497995758.0,Directed,116403,,,2
29741509.0,497995758.0,Directed,116400,,,2
1.4969395889037885e+18,497995758.0,Directed,116235,,,2
1.547233888510124e+18,497995758.0,Directed,114416,,,2
9.064627474534769e+17,497995758.0,Directed,111024,,,4
1.4762683218132746e+18,497995758.0,Directed,107431,,,2
930915361.0,497995758.0,Directed,105768,,,5
289884795.0,497995758.0,Directed,103609,,,3
9.565677154430853e+17,497995758.0,Directed,103573,,,4
2954859633.0,497995758.0,Directed,100626,,,2
1686673332.0,497995758.0,Directed,98873,,,2
1.5541649227239916e+18,497995758.0,Directed,97033,,,7
1.5754416971521393e+18,497995758.0,Directed,95827,,,2
1.1496669328676987e+18,497995758.0,Directed,93236,,,21
1.5747105693445652e+18,497995758.0,Directed,90292,,,2
8.624271765615124e+17,497995758.0,Directed,89628,,,7
948408626.0,497995758.0,Directed,89047,,,14
172263876.0,497995758.0,Directed,88952,,,6
2609539418.0,497995758.0,Directed,88722,,,2
8.334527942417572e+17,497995758.0,Directed,88063,,,2
1.159206898337534e+18,497995758.0,Directed,87963,,,2
1365800478.0,497995758.0,Directed,87828,,,2
439152986.0,497995758.0,Directed,87797,,,5
99099435.0,497995758.0,Directed,87759,,,3
1.212770823271895e+18,497995758.0,Directed,87750,,,2
1.5624070896867533e+18,497995758.0,Directed,87740,,,6
7.394831318126756e+17,497995758.0,Directed,87553,,,9
62520644.0,497995758.0,Directed,87548,,,2
1.0008084054670049e+18,497995758.0,Directed,87418,,,2
61505190.0,497995758.0,Directed,87415,,,3
23148139.0,497995758.0,Directed,87387,,,3
2263675613.0,497995758.0,Directed,87241,,,3
305508890.0,497995758.0,Directed,86595,,,2
132673324.0,497995758.0,Directed,86388,,,2
1622965465.0,497995758.0,Directed,86337,,,3
2493454694.0,497995758.0,Directed,85987,,,4
2790432396.0,497995758.0,Directed,85881,,,2
298051251.0,497995758.0,Directed,85282,,,2
1.496746128515248e+18,497995758.0,Directed,82940,,,2
178446527.0,497995758.0,Directed,81531,,,2
2969581390.0,497995758.0,Directed,81463,,,2
1.3399405538075525e+18,497995758.0,Directed,80623,,,15
124275822.0,497995758.0,Directed,80493,,,2
1.5730644424175002e+18,497995758.0,Directed,80196,,,6
2855766664.0,497995758.0,Directed,80066,,,2
1927096747.0,497995758.0,Directed,79529,,,2
94562956.0,497995758.0,Directed,79499,,,4
8.256265228327977e+17,497995758.0,Directed,79099,,,2
1.264311358432166e+18,497995758.0,Directed,79008,,,2
1.4791029142242222e+18,497995758.0,Directed,78973,,,2
1.0693362802097684e+18,497995758.0,Directed,78952,,,2
1289271356.0,497995758.0,Directed,78879,,,2
555134745.0,497995758.0,Directed,78800,,,2
1918042394.0,497995758.0,Directed,78725,,,2
79552478.0,497995758.0,Directed,78538,,,2
1.2570469510712893e+18,497995758.0,Directed,78335,,,2
1.1362452265683927e+18,497995758.0,Directed,77980,,,2
312176954.0,497995758.0,Directed,77775,,,2
1.095407048995586e+18,497995758.0,Directed,77548,,,5
1529043596.0,497995758.0,Directed,77380,,,2
1384592624.0,497995758.0,Directed,77143,,,3
19586465.0,497995758.0,Directed,76966,,,4
1.4968497783234314e+18,497995758.0,Directed,76793,,,18
196963112.0,497995758.0,Directed,76675,,,2
1.569313626506367e+18,497995758.0,Directed,76470,,,7
440043290.0,497995758.0,Directed,76442,,,2
561061251.0,497995758.0,Directed,76318,,,3
1235180863.0,497995758.0,Directed,76299,,,2
490276078.0,497995758.0,Directed,76266,,,3
277455250.0,497995758.0,Directed,76248,,,3
1.3798807653123523e+18,497995758.0,Directed,75857,,,3
2385445291.0,497995758.0,Directed,75551,,,2
3013073463.0,497995758.0,Directed,75550,,,3
